,left.ang.x,left.ang.y,left.ang.z,left.acc.x,left.acc.y,left.acc.z,left.forces.0,left.forces.1,left.forces.2,left.forces.3,left.forces.4,left.forces.5,left.forces.6,left.forces.7,left.forces.8,left.forces.12,left.forces.13,left.forces.14,left.forces.17,left.forces.18,left.forces.21,left.forces.22,right.ang.x,right.ang.y,right.ang.z,right.acc.x,right.acc.y,right.acc.z,right.forces.0,right.forces.1,right.forces.2,right.forces.3,right.forces.4,right.forces.5,right.forces.6,right.forces.7,right.forces.8,right.forces.12,right.forces.13,right.forces.14,right.forces.17,right.forces.18,right.forces.21,right.forces.22
5532,0.0,-1.0,0.0,12.0,19.0,1000.0,0.26207143,1.1117884,1.0010482,1.5198902,1.9320737,4.2240252,4.463187,2.5663476,2.1367946,5.9099965,4.1041574,3.08469,21.294224,10.048448,16.255362,15.505758,297.0,-101.0,130.0,-1016.0,57.0,879.0,-1.1408108,0.9898924,0.783143,0.75602806,-3.0753064,0.40028092,4.000637,0.55992734,1.4680909,-0.28699034,0.9144459,-0.9321988,-0.20746252,0.47162265,0.18585505,-0.42141443
5533,0.0,0.0,0.0,11.0,20.0,998.0,0.34480792,1.1621382,1.0260649,1.5198902,1.8994402,5.1427746,4.147806,2.5663476,1.9182317,5.2568808,4.368548,3.287117,18.939194,9.884168,14.30541,14.246378,289.0,15.0,208.0,-1765.0,-532.0,1296.0,-1.1408108,0.79405826,0.8080829,0.788982,-2.7640522,0.40028092,4.000637,0.49203193,1.3779742,-0.28699034,0.9206464,-0.38909772,-0.3261457,0.57455915,0.18585505,-1.1498079
5534,-1.0,0.0,0.0,11.0,18.0,1000.0,0.3026972,1.3183308,1.1070321,2.2969234,2.620252,6.454813,4.608549,3.4021723,2.5658805,5.8286023,5.09625,3.3892727,17.265177,10.131206,11.70956,11.884521,281.0,104.0,177.0,-1612.0,-504.0,1564.0,-0.95849884,1.0846632,0.7980176,0.75602806,-2.7640522,0.13464636,3.9538326,0.5069384,1.3527391,-0.7081114,0.9206464,-0.5999362,-0.3261457,0.5399956,0.08753522,-1.3403915
5535,-1.0,0.0,0.0,13.0,16.0,1001.0,0.3883432,1.5953346,1.052079,2.6780214,2.620252,6.598077,4.682462,3.9915302,2.9033885,6.476911,5.8491964,4.0731955,15.345865,9.401301,10.184785,10.145658,300.0,132.0,188.0,-1358.0,-588.0,1969.0,-1.1408108,0.9898924,0.7897148,0.69159395,-3.0753064,0.26740894,3.9538326,0.4395487,1.2908818,-0.28699034,0.93664944,-0.8192602,-0.3845588,0.6093758,0.18585505,-1.7320627
5536,-4.0,0.0,1.0,15.0,12.0,1001.0,1.0589948,2.1438167,1.4736259,3.9352038,3.2838058,8.562076,6.44255,6.5078025,4.0319843,6.878168,7.691327,6.1693916,8.006962,6.6363835,5.862534,4.338427,278.0,156.0,229.0,-1206.0,-896.0,1974.0,-0.95849884,0.692807,0.84917384,0.7235645,-3.3991258,0.26740894,4.0479956,0.47855392,1.2607923,-0.7081114,0.9274927,-0.9321988,-0.26711157,0.5399956,0.3785097,-2.138051
5537,-6.0,-2.0,4.0,29.0,5.0,1003.0,1.2347175,2.8229468,1.8894016,3.5273352,4.623358,10.554402,8.091269,8.492466,5.442913,7.1172147,9.059377,6.2360935,4.450625,5.044064,3.9627042,2.1823156,239.0,190.0,204.0,-1135.0,-1401.0,2040.0,-1.3202382,0.79405826,0.8199424,0.788982,-2.7640522,0.13464636,4.0242467,0.523243,1.2908818,-0.28699034,0.9274927,-0.28676605,-0.3261457,0.47162265,-0.21597317,-1.7320627
5538,-10.0,-3.0,13.0,63.0,-6.0,1004.0,1.8542147,4.127018,2.170734,3.7850797,5.5031896,13.295012,11.79441,9.993616,6.304013,7.1965947,8.961991,6.1693916,1.4043623,3.470825,1.6430112,1.1005566,113.0,244.0,161.0,225.0,-2377.0,802.0,-1.1408108,0.5892044,0.7897148,0.7235645,-2.7640522,0.5997927,4.0479956,0.5802484,1.2260028,-0.28699034,0.9206464,0.19552408,-0.14720464,0.5399956,0.28283086,-2.346532
5539,-45.0,4.0,21.0,49.0,-22.0,1066.0,2.5669734,6.0502505,3.3621864,5.2079782,7.323072,18.246979,17.837973,13.671626,6.477418,5.6655693,8.766988,4.0731955,0.8032392,1.9943563,0.6166038,0.6875268,-171.0,-82.0,115.0,406.0,-3030.0,739.0,-0.02758699,0.48315126,0.77517587,0.82242346,-2.0387714,0.3338313,4.0479956,0.5069384,1.2908818,1.5823739,0.961709,-0.4934752,0.75722075,1.2806534,6.119158,6.4785643
5540,-200.0,-20.0,36.0,92.0,-155.0,1423.0,4.2901387,9.5243845,5.72944,12.523754,4.1950126,29.406315,42.173378,21.639114,2.2536836,1.9415414,1.9334912,0.06630566,1.5492356,0.40694413,-0.49379984,0.64371467,-159.0,-133.0,-16.0,525.0,11.0,1799.0,-0.6812132,0.8930551,0.7830491,0.89075863,-2.0387714,0.66635096,4.0718846,0.46653515,1.2329419,7.1392016,1.145336,0.37543488,17.409817,8.268412,23.807302,15.680424
5541,-317.0,-59.0,86.0,484.0,-291.0,1898.0,2.8933523,9.419541,6.001802,13.569204,2.3127623,15.479085,20.688456,17.228735,1.7219117,1.2672058,1.2366667,0.06630566,1.4763035,0.68309057,-0.38901776,0.6875268,-56.0,-39.0,12.0,-161.0,11.0,1030.0,-0.49478763,1.1774578,0.8080829,0.9256469,-0.27079472,0.66635096,4.0479956,0.45600685,1.8382001,7.922576,1.6850114,1.7152687,21.230207,11.182843,23.680798,13.241289
5542,-498.0,-121.0,195.0,699.0,-491.0,2871.0,1.1754899,2.7519214,2.1223402,3.4212072,0.61590886,6.2418637,5.722745,5.414805,1.2920246,1.4608864,1.0408128,1.0761755,1.4043623,0.29151344,-0.59939283,0.55738723,-7.0,-12.0,1.0,-5.0,5.0,1038.0,-0.21431808,1.2683654,0.77350503,1.0331625,0.6196776,1.668151,4.0242467,0.4395487,1.4078658,7.982384,2.1353674,3.6641688,24.087334,13.277662,25.88898,13.784124
5543,-462.0,-60.0,195.0,519.0,170.0,2770.0,0.83500034,1.6531698,1.3283728,2.0268676,-0.17300975,4.2885704,4.1820674,2.1504655,1.2586197,0.7412056,1.0230237,0.12608112,1.1267163,0.112566754,-0.81305677,0.64371467,-2.0,-4.0,0.0,-1.0,19.0,1016.0,0.7968263,1.2683654,0.77517587,0.85634995,0.28769568,2.5424585,4.3697925,0.47855392,1.2499111,8.10198,2.519852,3.9611235,22.47808,12.827527,24.834,12.809585
5544,-223.0,-72.0,172.0,389.0,2254.0,1635.0,0.18552329,0.87324756,0.95407593,0.07808286,-0.66044307,3.4591088,3.53206,0.59584934,1.6671574,0.7412056,1.1570392,-0.30362397,1.1945887,0.3496027,-0.38901776,0.55738723,0.0,0.0,0.0,1.0,25.0,997.0,1.8935965,1.0846632,0.7968964,0.85634995,0.4575044,2.4075131,4.5535374,0.81747633,1.2881961,7.8028865,2.1968937,3.8758616,19.422928,11.862795,19.117088,9.408748
5545,322.0,-42.0,-16.0,436.0,1885.0,416.0,0.14972906,0.87324756,0.9321551,0.7963677,-0.60164267,2.0761762,3.5014343,0.78377414,1.7275879,0.3590551,1.1570392,0.0060154353,1.059888,0.0512933,-0.28503552,0.64371467,0.0,0.0,0.0,-1.0,26.0,998.0,2.2747612,1.3574727,0.7968964,0.788982,0.37357467,2.4075131,4.6619825,0.91622525,1.3042525,7.7429843,2.0749316,3.6641688,17.83271,11.520562,15.233684,8.512576
5546,348.0,-100.0,19.0,-446.0,396.0,1287.0,0.14972906,0.91916835,0.9321551,0.1719577,-0.48770285,3.395999,3.6249738,0.45960155,1.5575138,0.27855557,1.1570392,-0.11616254,0.92940825,-0.010825335,-0.38901776,0.73176587,-4.0,-2.0,-1.0,-4.0,24.0,991.0,2.4914122,1.6975665,0.77350503,0.85634995,0.4575044,2.880619,5.152443,1.4825194,1.4078658,8.10198,2.5873098,4.581513,14.316561,9.482744,10.652232,7.295537
5547,362.0,-152.0,147.0,-540.0,317.0,1678.0,0.14972906,0.87324756,0.95407593,0.53566635,-0.60164267,5.1427746,3.3212454,0.45960155,2.0083463,0.27855557,1.100041,0.0060154353,0.99411494,0.112566754,-0.07942656,0.6875268,-9.0,3.0,-3.0,-1.0,17.0,1008.0,3.8033748,3.9528904,1.3537469,1.340312,2.084077,4.454742,6.219956,3.3224134,2.6210375,9.374504,3.3066435,4.264925,6.292036,4.9216647,2.991825,4.354865
5548,399.0,-159.0,158.0,-611.0,168.0,1914.0,0.14972906,0.91916835,1.0260649,1.0470686,-0.90856284,3.9033384,3.4105818,0.32253042,1.7918508,0.40170717,1.1903547,-0.11616254,1.2634943,0.17301486,-0.28503552,0.6875268,-13.0,7.0,-3.0,-2.0,11.0,1010.0,4.8811955,5.7859716,2.026358,1.8544017,2.084077,6.649426,7.552955,5.1765904,2.8508651,9.312569,4.0906787,3.7910128,2.7062116,2.9391465,1.5240719,1.7356439
5549,260.0,-121.0,-84.0,-2045.0,-2991.0,2404.0,0.115675956,0.91916835,1.0010482,1.1284728,-0.48770285,2.955814,3.291799,0.48530015,1.6104891,0.27855557,1.1903547,-0.30362397,0.99411494,-0.010825335,-0.28503552,0.6875268,-21.0,3.0,-3.0,-10.0,2.0,1022.0,5.2629223,8.24876,2.7449784,2.230824,2.5452807,9.924802,9.6704235,8.022369,3.4724658,8.5213995,4.2533584,3.2381856,1.0353336,1.360586,0.5661601,0.88176733
5550,28.0,75.0,-175.0,-801.0,-4110.0,942.0,0.08343187,0.91916835,0.9770462,1.3663871,-0.32549277,3.6489182,3.2333996,0.45960155,1.7918508,0.24079579,1.1570392,-0.05480285,0.45152625,-0.010825335,0.9042939,1.1005566,-71.0,0.0,-2.0,4.0,-36.0,1369.0,6.115775,11.011202,3.6063776,4.726621,3.8551412,20.399895,22.039787,25.010246,2.7344742,3.6651747,1.8447034,-0.70851856,0.29116505,0.5399956,0.08753522,-1.3403915
5551,-226.0,72.0,-80.0,-581.0,-2391.0,1105.0,0.14972906,0.74097484,0.9321551,0.35614976,-0.3784427,1.0479956,3.1756516,0.48530015,2.0083463,1.1427956,0.99591917,-0.05480285,2.8428793,1.5156964,9.981134,7.2565684,-126.0,-1.0,-5.0,-8.0,-92.0,1268.0,6.266316,12.10024,4.0312834,6.927563,3.5848145,21.219074,23.5135,35.363003,1.3618737,0.11738434,1.0876157,-0.9321988,0.099798664,0.5399956,-0.21597317,-1.5344609
5552,-141.0,98.0,-5.0,121.0,2818.0,1997.0,0.053066228,0.8282364,0.95407593,0.07808286,-0.12420734,0.9159696,3.1470196,0.38733146,1.7918508,1.7310259,0.9935302,0.12608112,6.944909,2.7723975,22.992062,19.811451,-481.0,-69.0,-78.0,-1011.0,-650.0,3050.0,2.0490227,1.6148312,0.7968964,0.82242346,-1.7689453,2.5424585,5.092163,4.737009,1.227121,0.63181406,0.93664944,-0.38909772,-0.08634382,0.5056839,-0.11332944,-1.7320627
5553,-273.0,108.0,-6.0,16.0,161.0,1834.0,0.14972906,0.87324756,0.9321551,1.0470686,0.10589952,0.58109325,3.1185477,0.26549876,1.4200655,4.275075,1.2269567,-0.17807701,18.63147,6.7623324,25.744164,27.364233,227.0,-147.0,87.0,-1271.0,2267.0,-616.0,-0.774036,0.5892044,0.8080829,0.59866744,-2.4650414,0.66635096,4.2681437,0.62470526,1.2908818,0.24858661,0.9206464,-0.70851856,-0.3845588,0.40424585,-0.21597317,-1.3403915
5554,-4.0,2.0,0.0,6.0,31.0,1000.0,0.6762685,0.8282364,1.0010482,0.7963677,1.867082,4.0312257,3.4709802,0.6866062,1.9708807,6.6378207,2.9535556,2.6855364,23.89742,10.297954,17.56231,17.817474,345.0,55.0,64.0,-709.0,331.0,903.0,-1.2309331,0.48315126,0.8080829,0.6291427,-2.9181287,0.40028092,4.0718846,0.46653515,1.3527391,0.37804067,0.91407496,-0.4934752,-0.26711157,0.43781045,0.28283086,-0.9626641
5555,-7.0,-5.0,2.0,15.0,15.0,1007.0,3.0884988,4.7983828,2.9595702,3.9352038,3.5850518,11.258082,10.336589,7.030657,5.442913,7.037682,7.3979635,4.6291323,2.0866559,2.7319348,2.598446,1.1484545,377.0,180.0,-11.0,-496.0,-168.0,2221.0,-1.1408108,0.8930551,0.7980176,0.7235645,-2.9181287,0.40028092,4.1688595,0.47855392,1.3527391,-0.015593896,0.9274927,-0.4934752,-0.26711157,0.43781045,0.3785097,-1.5344609
5556,-39.0,22.0,8.0,4.0,-5.0,1032.0,5.62754,8.899652,4.344976,4.8373284,6.734663,22.177942,23.517633,14.480167,4.9346166,3.9498367,6.521978,1.7438508,0.2913384,1.1414834,0.022221994,0.82150817,375.0,227.0,-59.0,-357.0,-535.0,2892.0,-0.95849884,0.48315126,0.8199424,0.69159395,-2.7640522,0.40028092,4.095915,0.47855392,1.2908818,-0.28699034,0.93664944,-0.70851856,-0.20746252,0.5056839,0.3785097,-1.7320627
5557,-151.0,4.0,5.0,4.0,-102.0,1343.0,6.3819923,12.561225,6.483519,9.247659,5.7958846,34.754982,45.24506,26.668457,1.9708807,1.9415414,1.2706093,0.0060154353,0.68147284,0.5194591,-0.59939283,0.73176587,331.0,262.0,-64.0,938.0,-2501.0,5916.0,-1.1408108,0.48315126,0.7980176,0.788982,-2.9181287,0.068306506,4.095915,0.55992734,1.2223802,0.37804067,0.91407496,-0.38909772,-0.20746252,0.43781045,-0.11332944,-1.3403915
5558,-221.0,1.0,10.0,23.0,-172.0,1406.0,5.2347846,11.456018,7.5336604,11.603988,2.958924,26.367916,30.281221,24.489923,2.0248818,0.90645456,0.9924446,0.7533995,0.68147284,0.3496027,-0.18184212,0.6875268,-165.0,-147.0,113.0,1066.0,-5177.0,1175.0,-0.120884605,0.5892044,0.7897148,0.85634995,-2.4650414,0.66635096,4.095915,0.6487849,1.3092324,2.0218422,0.93664944,1.3184868,3.0341156,1.2018073,7.839568,6.9006515
5559,-359.0,8.0,69.0,568.0,-368.0,2005.0,2.4364145,6.9009457,7.1812234,10.803691,1.6779507,13.584244,14.040729,20.23779,1.7219117,0.7412056,0.99799067,-0.05480285,0.24034686,0.4635567,-0.49379984,0.6875268,-179.0,-115.0,137.0,78.0,1256.0,1437.0,-0.58810455,0.8930551,0.7735506,0.82242346,-2.0387714,0.7329366,4.095915,0.5802484,1.2747478,3.0287282,1.2455392,0.28637108,5.332957,3.6131527,24.061499,14.065666
5560,-536.0,-54.0,163.0,782.0,-602.0,2771.0,1.5391406,2.9669907,4.0297294,5.2544928,1.3451942,8.325409,9.157303,11.918002,1.8669722,0.90645456,0.99591917,0.24414083,0.99411494,0.3496027,-0.49379984,0.82150817,-112.0,-95.0,6.0,-33.0,46.0,1330.0,-0.120884605,0.8930551,0.783143,1.0331625,-0.79731625,0.40028092,4.0242467,0.43368348,1.8382001,8.823109,1.4910963,1.6521019,24.746624,12.7383795,29.406918,19.728506
5561,-157.0,165.0,52.0,1135.0,2512.0,1169.0,0.18552329,0.91916835,0.91130126,0.6236984,-0.3784427,3.6489182,3.5938287,0.65562785,1.6671574,0.3179901,1.1570392,0.06630566,0.99411494,0.57467,-0.18184212,0.6875268,-17.0,-16.0,2.0,4.0,5.0,1070.0,-0.02758699,1.0846632,0.7830491,0.96101207,0.5395253,1.1330345,4.0479956,0.44700068,1.9661077,9.68722,2.655659,2.8360145,24.58096,14.106626,27.955294,17.130852
5562,363.0,49.0,-18.0,220.0,1399.0,853.0,0.14972906,0.87324756,0.91130126,0.6236984,-0.78185743,2.5794792,3.5014343,0.59584934,1.8600168,0.27855557,1.1570392,0.06630566,0.92940825,0.23265727,-0.18184212,0.6875268,-2.0,0.0,0.0,-24.0,24.0,997.0,1.4885397,1.2683654,0.8416288,0.89075863,1.2635258,2.9483964,4.7171702,0.54091585,2.3513258,10.662808,3.6919596,4.2208714,20.923655,14.106626,15.98931,9.050268
5563,396.0,-143.0,-64.0,302.0,-158.0,1995.0,0.115675956,0.91916835,0.9321551,0.7105949,-0.8445332,2.7049298,3.7513165,0.43469995,1.508163,0.27855557,1.100041,-0.17807701,1.1267163,-0.010825335,-0.28503552,0.73176587,-4.0,1.0,-1.0,-27.0,21.0,999.0,3.3238995,2.460063,0.90766317,0.9256469,1.7877057,3.9719021,6.2935867,2.2352223,2.792309,11.002996,4.5003333,4.4894414,12.314242,8.565481,4.6013722,6.716593
5564,393.0,-196.0,42.0,360.0,-299.0,2700.0,0.14972906,0.87324756,0.9321551,0.35614976,-0.7205044,3.3329585,3.5628576,0.41060627,1.4200655,0.3179901,1.1570392,0.12608112,1.2634943,-0.010825335,-0.28503552,0.6875268,-8.0,2.0,-3.0,-33.0,19.0,1000.0,4.0838933,3.8180509,1.2839507,1.0699425,2.3050687,4.871788,6.793897,3.3823211,2.9101253,11.493822,4.2533584,4.003957,7.292188,5.789973,2.8436828,5.6318707
5565,421.0,-279.0,95.0,82.0,-1417.0,3265.0,0.115675956,0.87324756,0.95407593,0.6236984,-0.2228055,3.5855625,3.3212454,0.48530015,1.6104891,0.3590551,1.100041,0.0060154353,0.8032392,0.112566754,-0.18184212,0.6875268,-11.0,5.0,-4.0,-33.0,12.0,1004.0,4.6761584,5.01096,1.6665663,1.2607844,2.5452807,6.144296,7.552955,3.5027225,3.0306902,10.797892,4.666749,3.6219203,3.6248229,3.6131527,2.694558,3.469057
5566,244.0,-278.0,12.0,-1588.0,-3950.0,3001.0,0.115675956,0.91916835,0.95407593,0.26464337,-0.17300975,1.3740072,3.53206,0.32253042,1.6104891,0.27855557,1.1570392,-0.24055967,0.5642031,-0.13767837,-0.18184212,0.64371467,-57.0,1.0,-3.0,26.0,-57.0,1142.0,6.909842,12.974743,3.8477175,3.8600972,4.9082527,28.757168,32.690536,25.926012,3.3432806,3.3986845,2.0749316,-0.28676605,0.29116505,0.6444469,0.18585505,-0.5985127
5567,19.0,91.0,-45.0,-1792.0,-4766.0,1046.0,0.115675956,0.87324756,0.8915324,0.4464872,0.01652525,2.5167255,3.2625175,0.43469995,1.7275879,0.4459035,1.0762466,-0.05480285,0.39694083,-0.20245335,0.322673,1.0059359,-333.0,6.0,-62.0,-502.0,-239.0,2081.0,5.200736,9.968513,3.7870014,5.450102,1.9405549,12.974614,13.444674,19.812384,1.6475185,0.11738434,1.4029105,0.0083313575,-0.024885884,0.5056839,-0.21597317,-1.9332438
5568,-219.0,62.0,-90.0,340.0,-2115.0,812.0,0.115675956,0.87324756,0.95407593,0.07808286,-0.32549277,1.0479956,3.2044446,0.41060627,1.8600168,1.9415414,1.037792,0.24414083,4.96378,1.5607055,11.851552,7.614498,-572.0,55.0,-87.0,-217.0,-633.0,3552.0,3.2659073,2.0917988,0.9273085,1.1071887,-1.1422131,5.858419,6.955698,5.8702826,1.227121,2.540784,1.0154818,0.37543488,0.22680476,0.6093758,-0.21597317,-1.9332438
5569,-254.0,186.0,5.0,12.0,97.0,2326.0,0.22299235,0.8282364,0.95407593,0.7963677,0.23384206,1.0479956,3.1185477,0.30264163,1.1664679,6.234611,1.2047257,-0.05480285,22.584057,7.901863,35.260994,38.264694,-497.0,36.0,-145.0,-596.0,674.0,3608.0,1.2349375,1.1774578,0.783143,0.69159395,-2.0387714,2.3401043,5.062288,1.9197445,1.3298384,0.63181406,0.91407496,-0.38909772,0.099798664,0.6444469,-0.21597317,-1.5344609
5570,-2.0,-4.0,-1.0,-1.0,22.0,1039.0,0.5269141,0.9659907,1.0010482,1.5198902,0.9487908,0.7159244,3.2333996,0.41060627,2.4377434,8.367896,1.1570392,1.3887144,0.09476646,10.048448,1.5528215,25.00144,311.0,4.0,-15.0,-383.0,422.0,706.0,-1.4086262,0.692807,0.8080829,0.6291427,-3.0753064,0.5997927,4.193462,0.6018505,1.3092324,-0.4254652,0.91407496,-0.38909772,-0.14720464,0.6093758,0.28283086,-1.5344609
5571,-7.0,-6.0,5.0,17.0,12.0,1009.0,3.2826588,4.712613,2.5776458,4.2273436,4.948769,12.630793,11.949389,8.559762,5.9581122,6.476911,7.4957113,4.1274915,1.2634943,2.6914802,1.998005,0.95922124,329.0,-31.0,26.0,-318.0,380.0,969.0,-1.1408108,0.9898924,0.8666115,0.66011906,-2.7640522,0.66635096,4.3441553,0.49203193,1.3298384,-0.15037605,0.9274927,-0.9321988,-0.20746252,0.5056839,0.18585505,-1.5344609
5572,-17.0,0.0,10.0,26.0,1.0,1030.0,4.2288814,7.3874297,3.6607985,4.131015,6.0987844,18.802517,16.758966,10.835037,6.477418,4.60182,7.105084,3.2362866,0.14204775,1.1897804,-0.28503552,0.6875268,373.0,39.0,61.0,-698.0,142.0,899.0,-0.86649245,0.5892044,0.7980176,0.788982,-3.2356255,0.66635096,4.095915,0.54091585,1.3298384,0.11738434,0.91615796,-0.5999362,-0.20746252,0.47162265,0.18585505,-1.5344609
5573,-300.0,-18.0,63.0,592.0,-319.0,1963.0,3.1533458,8.083775,6.414337,10.190211,1.9982185,16.099918,17.727327,21.16074,1.8171399,0.5873412,0.99591917,-0.17807701,0.2913384,0.68309057,-0.49379984,0.73176587,370.0,94.0,62.0,-536.0,-172.0,1521.0,-0.95849884,0.8930551,0.8080829,0.82242346,-2.9181287,0.8661904,4.095915,0.523243,1.2747478,-0.28699034,0.9274927,-0.28676605,-0.20746252,0.6093758,0.18585505,-1.9332438
5574,383.0,-50.0,-67.0,57.0,228.0,1039.0,0.14972906,0.87324756,0.9321551,0.4464872,-0.54407275,4.4181094,3.6562943,0.30264163,1.7275879,0.40170717,1.1903547,-0.24055967,0.74179983,0.29151344,-0.28503552,0.6875268,378.0,123.0,15.0,-471.0,-284.0,2027.0,-1.1408108,0.692807,0.7980176,0.7235645,-2.6130366,0.5997927,4.0479956,0.523243,1.3298384,-0.015593896,0.9274927,-0.38909772,-0.26711157,0.5399956,0.28283086,-1.7320627
5575,395.0,-63.0,-89.0,288.0,-136.0,1399.0,0.08343187,0.91916835,0.95407593,0.53566635,-0.8445332,3.7759173,3.4709802,0.48530015,1.9321578,0.27855557,1.1570392,0.12608112,0.8032392,0.17301486,-0.18184212,0.6875268,-17.0,5.0,-7.0,-29.0,12.0,1010.0,4.847922,5.6255503,1.7964481,1.4216319,2.9360063,6.649426,7.420798,3.3823211,3.8727617,9.498961,5.1730304,3.7486942,2.072062,3.2961597,2.1620681,3.1640606
5576,29.0,9.0,-74.0,-2760.0,-4874.0,1427.0,0.14972906,0.9659907,0.95407593,0.35614976,-0.17300975,1.7590426,3.4105818,0.41060627,1.3811861,0.27855557,1.2269567,-0.17807701,0.048748445,-0.13767837,-0.81305677,0.91290903,-47.0,-15.0,-7.0,-18.0,-18.0,1042.0,5.868983,10.195869,3.4282095,2.7370825,3.8204114,14.163595,14.175854,9.568585,3.2795475,6.955314,4.666749,1.838318,0.42157438,1.1240422,-0.11332944,0.729508
5577,-228.0,159.0,-51.0,134.0,-1793.0,-735.0,0.08343187,0.87324756,0.91130126,0.35614976,-0.32549277,1.3092263,3.3806357,0.43469995,1.7918508,1.395426,1.0111572,0.06630566,3.292532,0.84098905,9.57603,6.2738023,-82.0,-3.0,-3.0,1.0,-63.0,1254.0,6.5498123,11.610949,4.216827,4.9855046,4.3007917,27.171154,31.371403,25.926012,2.4567375,2.9334807,1.5374354,-0.1864424,0.037163474,0.6093758,-0.21597317,-0.9626641
5578,-198.0,171.0,-45.0,204.0,2846.0,1683.0,0.08343187,0.7841428,0.95407593,0.7963677,-0.12420734,0.7159244,3.2333996,0.36488646,1.4623692,2.5302444,0.991665,-0.36728334,8.370716,1.9943563,20.728125,17.023294,-384.0,-53.0,-79.0,-440.0,-249.0,2258.0,3.4369714,4.3643737,3.0233667,5.3828464,0.6980015,8.821087,8.9057255,17.495686,1.5476893,-0.015593896,0.97752035,-0.28676605,0.037163474,0.43781045,-0.5333639,-1.7320627
5579,-54.0,43.0,-7.0,-67.0,45.0,1377.0,0.26207143,0.87324756,0.9321551,1.3663871,1.1040204,1.4385979,3.2044446,0.34328243,3.3365638,6.878168,1.7111793,1.2855103,25.40323,9.966101,25.744164,26.50787,-542.0,-71.0,-131.0,-577.0,-340.0,2975.0,3.085993,3.3502357,1.3537469,1.6326385,-0.27079472,6.2160707,7.420798,11.329725,1.3841316,1.8049235,0.93664944,0.19552408,0.099798664,0.47162265,-0.21597317,-1.9332438
5580,-3.0,0.0,0.0,-8.0,14.0,1025.0,0.6762685,1.2654171,1.0260649,1.5198902,2.2762952,4.4831123,3.3508573,0.71829695,3.1164725,8.367896,2.3091314,2.3889508,25.572403,10.636342,22.103888,21.623219,235.0,-184.0,118.0,-463.0,2510.0,-345.0,-0.95849884,0.8930551,0.7980176,0.69159395,-2.6130366,1.3334721,4.2681437,0.6740619,1.3092324,-0.4254652,0.91407496,-0.4934752,-0.024885884,0.5399956,-0.11332944,-0.7789142
5581,-2.0,0.0,0.0,2.0,28.0,997.0,0.6762685,1.1621382,1.135938,1.2881181,2.3127623,5.1427746,4.079858,0.7506897,4.1924767,8.367896,3.0303478,2.8345199,23.73196,10.381941,17.383713,16.8286,346.0,11.0,4.0,-308.0,381.0,1018.0,-0.120884605,0.5892044,0.8080829,0.69159395,-2.6130366,0.79954964,4.1688595,0.55992734,1.3092324,-0.015593896,0.9206464,-0.38909772,-0.20746252,0.47162265,0.28283086,-1.7320627
5582,-4.0,2.0,0.0,1.0,30.0,1000.0,0.88976693,1.538301,1.1657752,1.5198902,2.3496442,5.3444633,5.6372266,2.8375487,4.4365225,7.5125446,3.9309268,3.6479025,20.50001,8.705416,12.499001,12.3752,379.0,96.0,-6.0,-470.0,220.0,1227.0,0.15836105,0.8930551,0.7897148,0.788982,-2.6130366,0.7329366,4.095915,0.54091585,1.2908818,0.24858661,0.91407496,0.10285662,-0.3261457,0.57455915,0.28283086,-1.3403915
5583,-4.0,0.0,0.0,-4.0,26.0,1004.0,1.1169024,1.7712145,1.4361076,2.3623683,2.620252,7.4804616,7.0768743,3.5766315,3.5629528,7.1965947,3.845287,4.5155334,13.632867,6.6991467,7.703294,7.327866,392.0,128.0,2.0,-278.0,38.0,1785.0,0.15836105,0.48315126,0.7897148,0.7235645,-2.7640522,0.7329366,4.1444016,0.5802484,1.2607923,-0.015593896,0.9206464,-0.088089146,-0.3845588,0.5056839,0.18585505,-1.7320627
5584,-450.0,16.0,176.0,891.0,-556.0,1890.0,1.7905391,3.039996,4.092242,8.836267,1.1951033,7.8601294,9.345675,17.421066,1.2685676,1.2045084,1.0145017,0.0060154353,1.059888,0.62920773,-0.18184212,0.73176587,124.0,34.0,101.0,2946.0,-4559.0,2113.0,0.06551421,0.79405826,0.84917384,0.85634995,-1.9024504,0.7329366,4.1444016,0.6487849,1.2231205,0.24858661,0.9274927,0.19552408,-0.024885884,0.5056839,0.18585505,-1.7320627
5585,-412.0,118.0,197.0,718.0,-281.0,3317.0,0.5755724,1.2133504,1.1070321,1.0470686,-0.48770285,3.081364,4.251169,2.5130994,1.1995357,1.1427956,1.0762466,0.12608112,1.3334224,0.29151344,-0.59939283,0.60033345,-8.0,4.0,-5.0,-25.0,24.0,1006.0,4.0391273,4.863565,1.5037286,1.3003229,2.6934242,5.0115213,6.4434724,2.6224856,3.0306902,10.265038,4.583376,4.3987236,4.3256173,4.2774434,2.9178655,4.27472
5586,301.0,57.0,-132.0,527.0,638.0,1005.0,0.18552329,0.91916835,0.95407593,0.07808286,-0.32549277,2.0129592,3.5628576,0.78377414,1.7918508,0.27855557,1.1570392,-0.11616254,1.3334224,0.29151344,-0.18184212,0.7764276,-12.0,6.0,-7.0,-32.0,18.0,1009.0,4.746032,6.7212143,1.841129,1.6761407,2.9023707,6.8679295,7.597529,3.9909394,3.2164066,9.75042,5.088008,3.70642,1.8419023,3.3482885,1.9272367,2.7263794
